ident,type,name,iso_country,iata_code,coordinates
LJLJ,large_airport,Ljubljana Jože Pučnik Airport,SI,LJU,"14.4576, 46.223701"
LJMB,medium_airport,Maribor Airport,SI,MBX,"15.686100006103516, 46.47990036010742"
LJPZ,medium_airport,Portoroz Airport,SI,POW,"13.614999771118164, 45.4734001159668"
LKKU,medium_airport,Kunovice Airport,CZ,UHE,"17.439699172973633, 49.02939987182617"
LKKV,medium_airport,Karlovy Vary International Airport,CZ,KLV,"12.914999961853027, 50.202999114990234"
LKMT,medium_airport,Ostrava Leoš Janáček Airport,CZ,OSR,"18.111099243164062, 49.6963005065918"
LKPD,medium_airport,Pardubice Airport,CZ,PED,"15.73859977722168, 50.01340103149414"
LKPO,medium_airport,Přerov Air Base,CZ,PRV,"17.404699325561523, 49.42580032348633"
LKPR,large_airport,Václav Havel Airport Prague,CZ,PRG,"14.26, 50.1008"
LKTB,medium_airport,Brno–Tuřany Airport,CZ,BRQ,"16.694400787353516, 49.15129852294922"
LKVO,medium_airport,Vodochody Airport,CZ,VOD,"14.3958, 50.216599"
LMML,large_airport,Malta International Airport,MT,MLA,"14.4775, 35.857498"
LOWG,medium_airport,Graz Airport,AT,GRZ,"15.439599990844727, 46.9911003112793"
LOWI,medium_airport,Innsbruck Airport,AT,INN,"11.344, 47.260201"
LOWK,medium_airport,Klagenfurt Airport,AT,KLU,"14.3377, 46.642502"
LOWL,medium_airport,Linz Hörsching Airport,AT,LNZ,"14.1875, 48.2332"
LOWS,medium_airport,Salzburg Airport,AT,SZG,"13.0043001175, 47.793300628699996"
LOWW,large_airport,Vienna International Airport,AT,VIE,"16.569700241089, 48.110298156738"
LPAR,medium_airport,Alverca Air Base,PT,AVR,"-9.0301, 38.883301"
LPAZ,medium_airport,Santa Maria Airport,PT,SMA,"-25.17060089111328, 36.97140121459961"
LPBG,medium_airport,Bragança Airport,PT,BGC,"-6.70713, 41.8578"
LPBJ,medium_airport,Beja Airport / Airbase,PT,BYJ,"-7.9324, 38.078899"
LPBR,medium_airport,Braga Municipal Aerodrome,PT,BGZ,"-8.445139884949999, 41.5871009827"
LPCS,medium_airport,Cascais Airport,PT,CAT,"-9.35523, 38.724998"
LPFL,medium_airport,Flores Airport,PT,FLW,"-31.131399154663086, 39.455299377441406"
LPFR,large_airport,Faro Airport,PT,FAO,"-7.96590995789, 37.0144004822"
LPGR,medium_airport,Graciosa Airport,PT,GRW,"-28.029800415039062, 39.092201232910156"
LPHR,medium_airport,Horta Airport,PT,HOR,"-28.715900421142578, 38.519901275634766"
LPLA,large_airport,Lajes Airport,PT,TER,"-27.090799, 38.761799"
LPMA,medium_airport,Madeira Airport,PT,FNC,"-16.7745, 32.697899"
LPMR,medium_airport,Monte Real Air Base,PT,QLR,"-8.8875, 39.828335"
LPPD,large_airport,João Paulo II Airport,PT,PDL,"-25.6979007721, 37.7411994934"
LPPI,medium_airport,Pico Airport,PT,PIX,"-28.441299, 38.554298"
LPPM,medium_airport,Portimão Airport,PT,PRM,"-8.58396, 37.1493"
LPPR,large_airport,Francisco de Sá Carneiro Airport,PT,OPO,"-8.68138980865, 41.2481002808"
LPPS,medium_airport,Porto Santo Airport,PT,PXO,"-16.3500003815, 33.0733985901"
LPPT,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),PT,LIS,"-9.13592, 38.7813"
LPSJ,medium_airport,São Jorge Airport,PT,SJZ,"-28.1758, 38.665501"
LPVR,medium_airport,Vila Real Airport,PT,VRL,"-7.72047, 41.2743"
LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),PT,VSE,"-7.88899, 40.725498"
LQBK,medium_airport,Banja Luka International Airport,BA,BNX,"17.297500610351562, 44.94139862060547"
LQMO,medium_airport,Mostar International Airport,BA,OMO,"17.84589958190918, 43.282901763916016"
LQSA,large_airport,Sarajevo International Airport,BA,SJJ,"18.331499099731445, 43.82460021972656"
LQTZ,medium_airport,Tuzla International Airport,BA,TZL,"18.72480010986328, 44.45869827270508"
LRAR,medium_airport,Arad International Airport,RO,ARW,"21.261999130249023, 46.17660140991211"
LRBC,medium_airport,Bacău Airport,RO,BCM,"26.91029930114746, 46.52190017700195"
LRBM,medium_airport,Maramureș International Airport,RO,BAY,"23.467252, 47.660598"
LRBS,medium_airport,Băneasa International Airport,RO,BBU,"26.102100372314453, 44.50320053100586"
LRCK,medium_airport,Mihail Kogălniceanu International Airport,RO,CND,"28.488300323486328, 44.36220169067383"
LRCL,medium_airport,Cluj-Napoca International Airport,RO,CLJ,"23.686199, 46.785198"
LRCS,medium_airport,Caransebeș Airport,RO,CSB,"22.253299713134766, 45.41999816894531"
LRCV,medium_airport,Craiova Airport,RO,CRA,"23.888599395751953, 44.31809997558594"
LRIA,medium_airport,Iași Airport,RO,IAS,"27.6205997467041, 47.17850112915039"
LROD,medium_airport,Oradea International Airport,RO,OMR,"21.90250015258789, 47.025299072265625"
LROP,large_airport,Henri Coandă International Airport,RO,OTP,"26.085, 44.5711111"
LRSB,medium_airport,Sibiu International Airport,RO,SBZ,"24.091299057006836, 45.78559875488281"
LRSM,medium_airport,Satu Mare Airport,RO,SUJ,"22.885700225830078, 47.70330047607422"
LRSV,medium_airport,Suceava Stefan cel Mare Airport,RO,SCV,"26.35409927368164, 47.6875"
LRTC,medium_airport,Tulcea Airport,RO,TCE,"28.71430015563965, 45.0625"
LRTM,medium_airport,Transilvania Târgu Mureș International Airport,RO,TGM,"24.412500381469727, 46.46770095825195"
LRTR,medium_airport,Timișoara Traian Vuia Airport,RO,TSR,"21.337900161743164, 45.809898376464844"
LSGG,large_airport,Geneva Cointrin International Airport,CH,GVA,"6.108950138092041, 46.23809814453125"
LSGS,medium_airport,Sion Airport,CH,SIR,"7.326944, 46.219166"
LSME,medium_airport,Emmen Air Base,CH,EML,"8.305184, 47.092444"
LSZA,medium_airport,Lugano Airport,CH,LUG,"8.9105796814, 46.00429916379999"
LSZB,medium_airport,Bern Belp Airport,CH,BRN,"7.497149944309999, 46.914100647"
LSZG,medium_airport,Grenchen Airport,CH,ZHI,"7.41719, 47.181599"
LSZH,large_airport,Zürich Airport,CH,ZRH,"8.54917, 47.464699"
LSZR,medium_airport,St Gallen Altenrhein Airport,CH,ACH,"9.560770034789998, 47.4850006104"
LSZS,medium_airport,Samedan Airport,CH,SMV,"9.884110450744629, 46.53409957885742"
LTBU,medium_airport,Tekirdağ Çorlu Airport,TR,TEQ,"27.919099807739258, 41.13819885253906"
LUBL,medium_airport,Bălți International Airport,MD,BZY,"27.777222, 47.843056"
LUKK,medium_airport,Chișinău International Airport,MD,KIV,"28.930999755859375, 46.92770004272461"
LUZ,medium_airport,Lublin Airport,PL,LUZ,"22.713611, 51.240278"
LWOH,medium_airport,Ohrid St. Paul the Apostle Airport,MK,OHD,"20.7423, 41.18"
LWSK,large_airport,Skopje International Airport,MK,SKP,"21.621401, 41.961601"
LXGB,medium_airport,Gibraltar Airport,GI,GIB,"-5.3496599197400005, 36.1511993408"
LYBE,large_airport,Belgrade Nikola Tesla Airport,RS,BEG,"20.3090991974, 44.8184013367"
LYBT,medium_airport,Batajnica Air Base,RS,BJY,"20.2575, 44.935299"
LYNI,medium_airport,Nis Airport,RS,INI,"21.853701, 43.337299"
LYPG,large_airport,Podgorica Airport,ME,TGD,"19.2519, 42.359402"
LYTV,medium_airport,Tivat Airport,ME,TIV,"18.72330093383789, 42.404701232910156"
LZIB,large_airport,M. R. Štefánik Airport,SK,BTS,"17.21269989013672, 48.17020034790039"
LZKZ,medium_airport,Košice Airport,SK,KSC,"21.241100311279297, 48.66310119628906"
LZPP,medium_airport,Piešťany Airport,SK,PZY,"17.828399658203125, 48.62519836425781"
LZSL,medium_airport,Sliač Airport,SK,SLD,"19.13409996032715, 48.63779830932617"
LZTT,medium_airport,Poprad-Tatry Airport,SK,TAT,"20.2411003113, 49.073600769"
LZZI,medium_airport,Žilina Airport,SK,ILZ,"18.6135005951, 49.231498718299996"
RMU,medium_airport,Región de Murcia International Airport,ES,RMU,"-1.125, 37.803"
RU-0035,large_airport,Grozny North Airport,RU,GRV,"45.698601, 43.388302"
SE-0016,medium_airport,Scandinavian Mountains Airport,SE,SCR,"12.840676, 61.159092"
UEMA,medium_airport,Moma Airport,RU,MQJ,"143.261551, 66.450861"
UEMM,medium_airport,Magan Airport,RU,GYG,"129.545288, 62.103484"
UEMO,medium_airport,Olyokminsk Airport,RU,OLZ,"120.471001, 60.397499"
UEMT,medium_airport,Ust-Nera Airport,RU,USR,"143.11500549316, 64.550003051758"
UERS,medium_airport,Saskylakh Airport,RU,SYS,"114.08000183105, 71.92790222168"
UESG,medium_airport,Belaya Gora Airport,RU,BGN,"146.231506, 68.556602"
UESK,medium_airport,Srednekolymsk Airport,RU,SEK,"153.7364, 67.4805"
UHMA,medium_airport,Ugolny Airport,RU,DYR,"177.740997, 64.734902"
UHMD,medium_airport,Provideniya Bay Airport,RU,PVS,"-173.2429962158203, 64.37809753417969"
UHMK,medium_airport,Keperveem Airport,RU,KPW,"166.139999, 67.845001"
UHNN,medium_airport,Nikolayevsk-na-Amure Airport,RU,NLI,"140.649994, 53.154999"
UIAA,medium_airport,Chita-Kadala Airport,RU,HTA,"113.306, 52.026299"
UKBB,large_airport,Boryspil International Airport,UA,KBP,"30.894699096679688, 50.345001220703125"
UKCM,medium_airport,Mariupol International Airport,UA,MPW,"37.44960021972656, 47.07609939575195"
UKCW,medium_airport,Luhansk International Airport,UA,VSG,"39.3740997314, 48.4174003601"
UKDD,medium_airport,Dnipropetrovsk International Airport,UA,DNK,"35.10060119628906, 48.357200622558594"
UKDE,medium_airport,Zaporizhzhia International Airport,UA,OZH,"35.31570053100586, 47.867000579833984"
UKDR,medium_airport,Kryvyi Rih International Airport,UA,KWG,"33.209999084472656, 48.04330062866211"
UKFB,medium_airport,Belbek Airport,UA,UKS,"33.570999145500004, 44.688999176"
UKFF,large_airport,Simferopol International Airport,UA,SIP,"33.975101, 45.0522"
UKHH,large_airport,Kharkiv International Airport,UA,HRK,"36.290000915527344, 49.924800872802734"
UKKE,medium_airport,Cherkasy International Airport,UA,CKC,"31.99530029296875, 49.41559982299805"
UKKK,medium_airport,Kiev Zhuliany International Airport,UA,IEV,"30.45194, 50.40194"
UKKM,medium_airport,Gostomel Airport,UA,GML,"30.1919002532959, 50.60350036621094"
UKLH,medium_airport,Khmelnytskyi Airport,UA,HMJ,"26.933399, 49.359699"
UKLI,medium_airport,Ivano-Frankivsk International Airport,UA,IFO,"24.686100006103516, 48.88420104980469"
UKLL,medium_airport,Lviv International Airport,UA,LWO,"23.956100463867188, 49.8125"
UKLN,medium_airport,Chernivtsi International Airport,UA,CWC,"25.98080062866211, 48.259300231933594"
UKLR,medium_airport,Rivne International Airport,UA,RWN,"26.141599655151367, 50.60710144042969"
UKLU,medium_airport,Uzhhorod International Airport,UA,UDJ,"22.263399124145508, 48.634300231933594"
UKON,medium_airport,Mykolaiv International Airport,UA,NLV,"31.9197998046875, 47.057899475097656"
UKOO,large_airport,Odessa International Airport,UA,ODS,"30.67650032043457, 46.42679977416992"
ULAA,medium_airport,Talagi Airport,RU,ARH,"40.71670150756836, 64.60030364990234"
ULAM,medium_airport,Naryan Mar Airport,RU,NNM,"53.12189865112305, 67.63999938964844"
ULBC,medium_airport,Cherepovets Airport,RU,CEE,"38.015800476100004, 59.273601532"
ULKK,medium_airport,Kotlas Airport,RU,KSZ,"46.6974983215332, 61.235801696777344"
ULLI,large_airport,Pulkovo Airport,RU,LED,"30.262500762939453, 59.80030059814453"
ULMM,medium_airport,Murmansk Airport,RU,MMK,"32.75080108642578, 68.78170013427734"
ULOL,medium_airport,Velikiye Luki Airport,RU,VLU,"30.60810089111328, 56.381099700927734"
ULOO,medium_airport,Pskov Airport,RU,PKV,"28.395599365234375, 57.78390121459961"
ULPB,medium_airport,Petrozavodsk Airport,RU,PES,"34.154701232910156, 61.88520050048828"
ULWW,medium_airport,Vologda Airport,RU,VGD,"39.944400787353516, 59.282501220703125"
UMBB,medium_airport,Brest Airport,BY,BQT,"23.8981, 52.108299"
UMGG,medium_airport,Gomel Airport,BY,GME,"31.016700744628906, 52.527000427246094"
UMII,medium_airport,Vitebsk Vostochny Airport,BY,VTB,"30.349599838257, 55.126499176025"
UMKK,medium_airport,Khrabrovo Airport,RU,KGD,"20.592599868774414, 54.88999938964844"
UMMG,medium_airport,Hrodna Airport,BY,GNA,"24.053800582885742, 53.60200119018555"
UMMS,large_airport,Minsk National Airport,BY,MSQ,"28.030700683594, 53.882499694824"
UMOO,medium_airport,Mogilev Airport,BY,MVQ,"30.09510040283203, 53.954898834228516"
UNIP,medium_airport,Podkamennaya Tunguska Airport,RU,TGP,"89.994003, 61.589699"
UNKL,large_airport,Yemelyanovo Airport,RU,KJA,"92.493301, 56.172901"
UNWW,medium_airport,Spichenkovo Airport,RU,NOZ,"86.877197, 53.811401"
URKA,medium_airport,Anapa Vityazevo Airport,RU,AAQ,"37.347301483154, 45.002101898193"
URKE,medium_airport,Yeysk Airport,RU,EIK,"38.21, 46.68"
URKG,medium_airport,Gelendzhik Airport,RU,GDZ,"38.0124807358, 44.5820926295"
URKK,medium_airport,Krasnodar Pashkovsky International Airport,RU,KRR,"39.170501708984, 45.034698486328"
URML,medium_airport,Uytash Airport,RU,MCX,"47.65230178833008, 42.81679916381836"
URMM,medium_airport,Mineralnyye Vody Airport,RU,MRV,"43.08190155029297, 44.225101470947266"
URMN,medium_airport,Nalchik Airport,RU,NAL,"43.636600494384766, 43.512901306152344"
URMO,medium_airport,Beslan Airport,RU,OGZ,"44.6066017151, 43.2051010132"
URMS,medium_airport,Magas Airport,RU,IGT,"45.0125999451, 43.322299957300004"
URMT,medium_airport,Stavropol Shpakovskoye Airport,RU,STW,"42.11280059814453, 45.10919952392578"
URRP,large_airport,Platov International Airport,RU,ROV,"39.924722, 47.493888"
URRT,medium_airport,Taganrog Yuzhny Airport,RU,TGK,"38.8491667, 47.1983333"
URSS,large_airport,Sochi International Airport,RU,AER,"39.9566, 43.449902"
URWA,medium_airport,Astrakhan Airport,RU,ASF,"48.0063018799, 46.2832984924"
URWI,medium_airport,Elista Airport,RU,ESL,"44.33089828491211, 46.3739013671875"
URWW,medium_airport,Volgograd International Airport,RU,VOG,"44.34550094604492, 48.782501220703125"
USCC,medium_airport,Chelyabinsk Balandino Airport,RU,CEK,"61.5033, 55.305801"
USCM,medium_airport,Magnitogorsk International Airport,RU,MQF,"58.755699157714844, 53.39310073852539"
USDA,medium_airport,Sabetta International Airport,RU,SBT,"72.052222, 71.219167"
USHN,medium_airport,Nyagan Airport,RU,NYA,"65.614998, 62.110001"
USHY,medium_airport,Beloyarskiy Airport,RU,EYK,"66.698601, 63.686901"
USII,medium_airport,Izhevsk Airport,RU,IJK,"53.45750045776367, 56.82809829711914"
USKK,medium_airport,Pobedilovo Airport,RU,KVX,"49.348300933838, 58.503299713135"
USPP,medium_airport,Bolshoye Savino Airport,RU,PEE,"56.021198272705, 57.914501190186"
UUBA,medium_airport,Kostroma Sokerkino Airport,RU,KMW,"41.019401550299996, 57.7969017029"
UUBC,medium_airport,Grabtsevo Airport,RU,KLF,"36.3666687012, 54.5499992371"
UUBI,medium_airport,Ivanovo South Airport,RU,IWA,"40.940799713134766, 56.93939971923828"
UUBK,medium_airport,Staroselye Airport,RU,RYB,"38.92940139770508, 58.10419845581055"
UUBP,medium_airport,Bryansk Airport,RU,BZK,"34.176399, 53.214199"
UUBW,large_airport,Zhukovsky International Airport,RU,ZIA,"38.150002, 55.553299"
UUDD,large_airport,Domodedovo International Airport,RU,DME,"37.90629959106445, 55.40879821777344"
UUEE,large_airport,Sheremetyevo International Airport,RU,SVO,"37.4146, 55.972599"
UUEM,medium_airport,Migalovo Air Base,RU,KLD,"35.7577018737793, 56.82469940185547"
UUMO,medium_airport,Ostafyevo International Airport,RU,OSF,"37.507222, 55.511667"
UUMU,medium_airport,Chkalovskiy Air Base,RU,CKL,"38.061699, 55.8783"
UUOB,medium_airport,Belgorod International Airport,RU,EGO,"36.5900993347168, 50.643798828125"
UUOK,medium_airport,Kursk East Airport,RU,URS,"36.29560089111328, 51.7505989074707"
UUOL,medium_airport,Lipetsk Airport,RU,LPK,"39.53779983520508, 52.70280075073242"
UUOO,medium_airport,Voronezh International Airport,RU,VOZ,"39.22959899902344, 51.81420135498047"
UUOR,medium_airport,Oryol Yuzhny Airport,RU,OEL,"36.0022010803, 52.934700012200004"
UUOT,medium_airport,Donskoye Airport,RU,TBW,"41.482799530029, 52.806098937988"
UUWW,large_airport,Vnukovo International Airport,RU,VKO,"37.2615013123, 55.5914993286"
UUYH,medium_airport,Ukhta Airport,RU,UCT,"53.8046989440918, 63.566898345947266"
UUYP,medium_airport,Pechora Airport,RU,PEX,"57.13079833984375, 65.12110137939453"
UUYS,medium_airport,Usinsk Airport,RU,USK,"57.3671989440918, 66.00469970703125"
UUYX,medium_airport,Ust-Tsylma Airport,RU,UTS,"52.20033645629999, 65.43729400630001"
UUYY,medium_airport,Syktyvkar Airport,RU,SCW,"50.84510040283203, 61.64699935913086"
UWGG,medium_airport,Nizhny Novgorod Strigino International Airport,RU,GOJ,"43.784000396729, 56.230098724365"
UWKB,medium_airport,Bugulma Airport,RU,UUA,"52.801700592041016, 54.63999938964844"
UWKD,large_airport,Kazan International Airport,RU,KZN,"49.278701782227, 55.606201171875"
UWKE,medium_airport,Begishevo Airport,RU,NBC,"52.092498779296875, 55.564701080322266"
UWKJ,medium_airport,Yoshkar-Ola Airport,RU,JOK,"47.904701232910156, 56.700599670410156"
UWKS,medium_airport,Cheboksary Airport,RU,CSY,"47.3473014831543, 56.090301513671875"
UWLL,medium_airport,Ulyanovsk Baratayevka Airport,RU,ULV,"48.226699829100006, 54.26829910279999"
UWLW,medium_airport,Ulyanovsk East Airport,RU,ULY,"48.80270004272461, 54.4010009765625"
UWOO,medium_airport,Orenburg Central Airport,RU,REN,"55.45669937133789, 51.795799255371094"
UWOR,medium_airport,Orsk Airport,RU,OSW,"58.59560012817383, 51.0724983215332"
UWPP,medium_airport,Penza Airport,RU,PEZ,"45.02109909057617, 53.110599517822266"
UWPS,medium_airport,Saransk Airport,RU,SKX,"45.212257385253906, 54.12512969970703"
UWSB,medium_airport,Balakovo Airport,RU,BWO,"47.7456016541, 51.8582992554"
UWSS,medium_airport,Saratov Central Airport,RU,RTW,"46.04669952392578, 51.564998626708984"
UWUU,large_airport,Ufa International Airport,RU,UFA,"55.874401092529, 54.557498931885"
UWWW,large_airport,Kurumoch International Airport,RU,KUF,"50.16429901123, 53.504901885986"
XUBS,medium_airport,Smolensk North Airport,RU,LNX,"32.025, 54.824"
